anime_id,people_id,staff_role
31658,819,Inserted Song Performance
22125,819,Theme Song Performance
32083,819,Theme Song Performance (OP)
23151,819,"Theme Song Performance (1,2,5), Inserted Song Performance"
27741,819,Theme Song Performance
30375,819,"Theme Song Performance, Inserted Song Performance"
33362,819,"Theme Song Performance (ED), Inserted Song Performance"
36536,819,"Theme Song Performance (ED), Inserted Song Performance"
33033,819,"Theme Song Performance (OP1, ED2), Inserted Song Performance"
42668,819,Theme Song Performance (OP)
34474,819,Inserted Song Performance
33037,819,Theme Song Performance (Procellarum)
38669,819,"Theme Song Performance (OP,ED), Inserted Song Performance"
39942,819,Theme Song Performance (ED)
33094,819,Theme Song Performance (ED)
21639,819,Theme Song Performance
5231,27279,"Theme Song Performance (OP1, English version)"
30947,35865,Episode Director
34467,35865,Key Animation
35714,35865,Key Animation
1891,35865,Original Creator
1892,35865,Original Creator
20237,24943,Director (Chief Director)
9166,24943,Episode Director
4876,24943,"Director, Screenplay"
3129,24943,Episode Director
2568,24943,Director
3054,24943,Director (Chief Director)
1412,24943,"Episode Director (eps 1-6, 9, 12)"
1438,24943,Director
8234,24943,Episode Director
1547,24943,Episode Director
6303,24943,Episode Director
20147,24943,"Director (Chief Director), Original Creator"
16253,24943,Screenplay
33573,46987,Music
32083,46987,"Theme Song Arrangement (ED), Theme Song Composition (ED)"
32836,46987,Music
21573,46987,Music
32843,46987,"Music, Theme Song Arrangement (OP)"
27629,46987,Music
23587,46987,Music (Trancing Pulse)
31178,46987,Music
21439,46987,Music
6073,7062,Music
2579,7062,Music
2825,7062,Music
1666,7062,Music
3825,7062,Music
2471,7062,Music
2629,7062,Music
2630,7062,Music
3727,7062,Music
2662,7062,Music
2671,7062,Music
2667,7062,Music
2672,7062,Music
2669,7062,Music
2665,7062,Music
2657,7062,Music
2658,7062,Music
2666,7062,Music
2677,7062,Music
2670,7062,Music
2661,7062,Music
2659,7062,Music
2676,7062,Music
2674,7062,Music
2675,7062,Music
2678,7062,Music
2650,7062,Music
2648,7062,Theme Song Composition
2634,7062,Music
2651,7062,Music
2653,7062,Music
16702,7062,Music
2660,7062,Music
2649,7062,Music
2652,7062,Music
2632,7062,Music
7666,7062,Music
8546,7062,Music
7667,7062,Music
6028,7062,Music
8547,7062,Music
7816,7062,Music
7157,7062,Music
8548,7062,Music
2222,7062,Music
223,7062,Music
6033,7062,Music
11359,7062,Music
502,7062,Music
891,7062,Music
892,7062,Music
813,7062,Music (OST and BGM)
894,7062,Music
895,7062,Music
896,7062,Music
897,7062,Music
898,7062,Music
899,7062,Music
900,7062,Music
901,7062,Music
902,7062,Music
903,7062,Music
904,7062,Music
905,7062,Music
906,7062,Music
986,7062,Music
985,7062,Music
5152,7062,Music
20115,7062,Music
3579,7062,Music
714,7062,Music
5956,7062,Music
4808,7062,Music
9781,7062,Music
6261,7062,Music
3054,7062,Music
6727,7062,Music
3630,7062,Music
4936,7062,Music
29235,7062,Music
23647,7062,Music
21493,7062,Music
22991,7062,Music
22993,7062,Music
2903,7062,Music
9916,7062,Music
1236,7062,Music
538,7062,Music
4810,7062,Music
3009,7062,Music
2816,7062,Music
1985,7062,Music
6731,7062,Music
10909,7062,Music
4598,7062,"Music, Theme Song Arrangement (OP & ED), Theme Song Composition (OP & ED)"
2203,7062,Music
1986,7062,Music
8707,7062,Music
34572,42100,Theme Song Performance (ED)
37265,42100,Theme Song Performance (OP)
38433,42100,Theme Song Performance (OP)
32105,42100,"Theme Song Arrangement (OP4, ED3), Theme Song Composition (OP4, ED3), Theme Song Lyrics (OP4, ED3), Theme Song Performance (OP4, ED3)"
37033,8076,"Planning, Sound Director, Producer"
25537,8076,"Sound Director, Producer"
33049,8076,"Sound Director, Producer"
22297,8076,Producer
28701,8076,Producer
10087,8076,Producer
3219,8076,Producer
27631,8076,"Planning, Producer"
10417,8076,Producer
2593,8076,Producer
3782,8076,Producer
3783,8076,Producer
4280,8076,Producer
4282,8076,Producer
5204,8076,Producer
5205,8076,Producer
6954,8076,Producer
33018,8076,"Planning, Sound Director, Producer"
38000,8076,"Sound Director, Producer, Series Composition"
229,8076,Associate Producer
30911,8076,"Storyboard (ep 1), Planning, Sound Director, Producer"
34086,8076,"Planning, Sound Director, Producer"
33558,8076,"Planning, Sound Director, Producer"
24459,8076,"Planning (cooperation), Producer"
6941,8076,Executive Producer
744,8076,Producer
2890,15493,Executive Producer (english version)
431,15493,Executive Producer (english version)
199,15493,Executive Producer (english version)
857,7502,"Director, Episode Director"
282,7502,Storyboard
104,7502,Director
2309,7502,"Director, Storyboard"
2705,7502,Storyboard (ep  30)
235,7502,Key Animation
1364,7502,Key Animation
1367,7502,Key Animation
2171,7502,Storyboard
4447,7502,Storyboard
5460,7502,Key Animation
35798,7502,Key Animation
123,7502,"Director, Storyboard (eps 1, 7, 14, 20, 27, 33, 42, 51, 52), Episode Director (eps 1, 4, 7, 14, 20, 27, 33, 42, 51, 52)"
380,7502,Director
27567,7502,Director
381,7502,Director
1927,7502,Key Animation
3568,7502,Director
2321,7502,Key Animation
5835,7502,Director
2739,7502,"Director, Storyboard"
4504,7502,Director
690,7502,Storyboard (ep 3)
6115,7502,"Director, Storyboard, Mechanical Design"
18429,7502,Director
1421,7502,Key Animation
1438,7502,"Mechanical Design, Key Animation"
1423,7502,Key Animation
4851,7502,"Director, Storyboard"
15783,7502,Director
435,7502,"Storyboard (eps 4, 9, 14, 19), Episode Director (eps 4, 9, 14, 19)"
1563,7502,"Storyboard (ep 38), Episode Director (ep 38)"
2472,7502,Director
4437,7502,Director
22275,7502,Director
1492,7502,Director
37096,7502,Director
32772,7502,Director
3399,7502,Mechanical Design
2906,7502,Mechanical Design
2510,7502,Character Design
1559,7502,Director
9349,7502,"Director, Storyboard"
2463,7502,Key Animation
1816,7502,Director
22101,7502,Director
2779,7502,Director
4208,7502,"Key Animation (ep 1, 3, 12, 40)"
3672,7502,"Storyboard, Episode Director"
508,7502,Storyboard
4371,7502,Mechanical Design
1921,7502,Key Animation
883,7502,Key Animation
40924,48358,Theme Song Performance (ED)
32950,41577,"Theme Song Arrangement, Theme Song Composition, Theme Song Lyrics, Theme Song Performance"
2316,4017,Original Creator
2402,4017,Original Creator
2920,4017,Original Creator
2921,4017,Original Creator
2922,4017,Original Creator
4298,4017,Original Creator
7479,4017,Original Creator
3870,4017,Original Creator
5834,4017,Original Creator
17439,4017,Original Creator
17441,4017,Original Creator
17445,4017,Original Creator
17443,4017,Original Creator
17447,4017,Original Creator
36563,4017,Original Creator
37703,4017,Original Creator
40729,4017,Original Creator
48678,4017,Original Creator
9916,4017,Original Creator
10304,4017,Original Creator
15875,4017,Original Creator
16486,4017,Original Creator
18063,4017,Original Creator
32881,4017,Original Creator
1549,4002,Production Assistant
8194,4002,"Director, Storyboard (eps 1, 32, 37), Episode Director (ep 1), Series Production Director"
8226,4002,Director
48425,4002,Director
8227,4002,Director
31771,4002,"Director (Chief Director), Storyboard (eps 1, 5), Sound Director"
36800,4002,"Director (Chief), Storyboard (eps 1, 7, 12, OP), Sound Director"
477,4002,"Director, Storyboard (eps 1-2, 4, 8, 11-12), Sound Director (uncredited), Screenplay (1-2, 8), Series Composition"
29893,4002,"Director, Series Composition"
48411,4002,"Director (Chief Director), Screenplay"
41674,4002,"Director (Chief Director), Screenplay"
962,4002,"Director, Storyboard (eps 1, 7, 14, 16-17, 26), Sound Director (uncredited)"
3297,4002,"Director, Storyboard (eps 1, 12-13), Sound Director (uncredited)"
2563,4002,"Director, Script, Storyboard, Sound Director (uncredited)"
17687,4002,"Assistant Director (Assistant Episode Director), Production Assistant"
3909,4002,"Storyboard (eps 13, 18, 21, 25, 29, 32, 51, 57, 63, 70), Episode Director (eps 13, 18, 21, 25, 29, 32, 51, 57, 63, 70)"
530,4002,"Director, Storyboard (ep. 1, 8, 14, 24, 45), Episode Director (ep. 1, 8, 14, 24, 45)"
740,4002,Director (eps 1-13)
532,4002,"Storyboard (ep. 90, 97, 104, 109, 124, 125), Episode Director (ep. 90, 97, 104, 109)"
1239,4002,"Storyboard (ep. 132, 140, 146, 158), Episode Director (ep. 132, 140, 146, 158)"
996,4002,"Storyboard (ep. 172, 181, 198), Episode Director (ep. 172, 181, 198)"
951,4002,"Storyboard (eps 7B, 22B, 30, 38, 46, 53)"
1,4002,Storyboard (ep 18)
233,4002,Storyboard (ep 76)
28221,4002,Storyboard (ED)
3784,4002,Storyboard
505,4002,"Director, Storyboard (eps 1-2, 10, 16, 28)"
1886,4002,"Director, Storyboard (eps 1, 16, 41, 45, 50, 52)"
127,4002,"Director, Storyboard (eps 1, 9, 17, 21, 23), Chief Animation Director, Theme Song Lyrics (OP)"
128,4002,"Storyboard (ep 3), Episode Director (ep 3)"
7619,4002,"Storyboard (eps 24, 33, 39, 45, 51, 78, 84), Episode Director (eps 24, 33, 39, 45, 51, 78, 84)"
8156,4002,Director
3022,4002,"Storyboard (eps 2, 7, 11, 16, 24, 29, 32, 37), Episode Director (eps 2, 7, 11, 16, 24, 29, 32, 37), Assistant Director, Co-Director"
3710,4002,Storyboard (ep 10)
36593,4002,"Director, Storyboard (eps 2, 5, 20, 43, 49)"
9938,4002,"Sound Director, Series Composition"
10804,4002,"Script, Storyboard"
1230,4002,"Theme Song Arrangement (ED), Theme Song Composition (ED)"
9824,4002,Director
1116,4002,Director
42228,4002,"Director, Storyboard"
19627,4002,Director
427,4002,"Director (eps 1-28), Storyboard (eps 1, 13-18, 20-22, 24-26, 29-32, 37, 39-40, 42-4), Episode Director (ep 1), Original Creator, Creator, Key Animation (ep 51)"
428,4002,"Director, Original Creator"
1501,4002,"Director, Original Creator"
429,4002,"Director, Original Creator"
145,4002,Storyboard (ep 18)
516,4002,"Director (eps 1-103), Storyboard (eps 1, 8-9, 23), Theme Song Lyrics (Birthday Song), Producer (Supervision: eps 104-358)"
2407,4002,Director (Chief Director)
2408,4002,Director (Chief Director)
5290,4002,Director (Chief Director)
5710,4002,Director (Chief Director)
8134,4002,Director (Chief Director)
3349,4002,Sound Director
21749,4002,"Director, Script"
727,4002,"Director, Storyboard (eps 1-2, 7, 11, 17, 20A, 22, 27, 32A, 40, 45), Episode Director (eps 1-2, 7, 11, 17, 20A, 22, 27, 32A, 40, 45)"
3155,4002,Director
23133,4002,Director
629,4002,"Director, Script (ep 1), Storyboard (eps 1-6), Episode Director (ep 6), Original Creator, Executive Producer, Key Animation (Eyecatch: eps 3-6), Publicity (Novelisation: eps 3-6)"
630,4002,"Director, Storyboard (eps 1-2,6,13), Episode Director (eps 1,13), Original Creator"
39585,4002,Director
2223,4002,"Director, Storyboard (eps 1, 3, 8, 13, 18, 21, 26, 31, 36, 41, 47, 52), Episode Director (eps 1, 3, 8, 13, 18, 21, 26, 31, 36, 41, 47, 52)"
7590,4002,"Director (ep 12), Storyboard (ep 12)"
82,4002,"Storyboard (eps 1-2, 5)"
85,4002,"Storyboard (eps 19, 33)"
352,4002,"Storyboard (ep 20), Episode Director (ep 20)"
12391,4002,"Director, Storyboard (eps 1, 5, 9, 13, 17, 22, 26, 32), Episode Director (eps 1, 5, 9, 13, 17, 22, 26, 32)"
41168,4002,Director
30,4002,"Storyboard (eps 4-5, 15, 21)"
32,4002,Storyboard
2970,4002,"Storyboard (eps 7, 11)"
350,4002,"Director, Storyboard (eps 1-2, 13, 17, 24, 35, 51), Episode Director (eps 1-2, 13, 17, 24, 35, 51)"
353,4002,"Theme Song Lyrics (""Watashi no Tsubasa"")"
1376,4002,"Director, Storyboard (eps 7, 12), Episode Director (eps 7, 12), Producer (Supervision)"
351,4002,"Storyboard (eps 7, 15, 23, 35), Episode Director (eps 7, 15, 23, 35)"
13283,4002,"Director, Storyboard (ep 4, ED), Original Creator"
6890,4002,Sound Director
853,4002,Storyboard (ep 2)
2835,4002,Production Assistant
37407,4002,Producer (Creative Advisor)
9981,4002,"Director, Storyboard (ep 1)"
12753,4002,"Storyboard (eps 6, 10, 18, 24), Series Composition"
15651,4002,Series Composition
721,4002,"Director, Storyboard (eps 1, 7, 9, 13, 15, 19, 22, 26), Episode Director (eps 1, 13)"
1699,4002,"Storyboard (eps 4, 23), Sound Director"
573,4002,Storyboard (ep 24)
1231,4002,Storyboard (ep 24)
561,4002,Storyboard (ep 11)
7398,4002,"Storyboard (eps 16, 20), Episode Director (ep 16)"
623,4002,"Storyboard (eps 4, 23)"
5203,4002,"Director, Storyboard (eps 6, 13, 19, 26, 33, 39-40), Episode Director (eps 6, 13, 19, 26, 33, 39-40)"
100,4002,"Director, Storyboard (ep 8), Original Creator"
440,4002,Storyboard (ep. 34)
5262,4002,Producer (Supervision)
2942,4002,"Storyboard (ep 4), Producer (Supervision)"
4722,4002,"Storyboard (eps 3, 15, 23)"
866,4002,"Director, Script, Sound Director"
171,4002,"Director, Storyboard (ep 1), Episode Director (eps 1, 13), Original Creator, Planning, Sound Director, Co-Director"
9055,4002,"Director, Script (eps 1-4), Storyboard (eps 1-4), Episode Director (ED), Original Creator, Sound Director, Series Composition"
10232,4002,"Director, Script (ep 1), Storyboard (eps 1, 7, 10, 12, OP), Episode Director (ED), Original Creator, Sound Director, Series Composition"
15731,4002,"Director, Script (ep 1), Storyboard (eps 1, 9), Original Creator, Sound Director, Series Composition"
25169,4002,Original Creator
25729,4002,"Director, Original Creator, Series Composition"
29829,4002,"Director, Original Creator, Series Composition"
29830,4002,"Director, Original Creator, Series Composition"
29831,4002,"Director, Original Creator, Series Composition"
182,4002,Storyboard (ep 15)
567,4002,Storyboard (ep 25)
3754,4002,"Storyboard (eps 3, 5, 10, 15, 19, 22, 25, 29, 32, 37, 41, 46), Episode Director (eps 3, 5, 10, 15, 19, 22, 25, 29, 32, 37, 41, 46), Assistant Director (Assistant Episode Director)"
12657,4002,"Episode Director, Assistant Director"
6129,4002,"Director, Storyboard (eps 1, 7-12), Episode Director (eps 1, 12)"
688,4002,Storyboard (ep 8)
49285,4002,Director (Chief Director)
4651,4002,"Director, Storyboard (eps 1, 5, 10, 13, 17, 22, 25, 32, 36, 39, 44, 48, ), Episode Director (eps 1, 5, 10, 13, 17, 22, 25, 32, 36, 39, 44, 48, )"
19953,4002,"Director, Script, Storyboard"
8675,10892,Theme Song Performance (OP)
34504,10892,Theme Song Performance
10119,10892,Theme Song Performance (OP)
20847,10892,Theme Song Performance
26123,10892,Theme Song Performance (OP)
30346,37703,Music
49,195,Theme Song Performance
1233,195,Theme Song Performance (ED 2)
1528,195,Theme Song Performance (ED 3)
116,195,Theme Song Performance (ED)
411,195,Theme Song Performance (ED 2)
259,195,Theme Song Performance (ED)
37141,195,Theme Song Performance (OP)
2072,195,Theme Song Performance
195,195,Theme Song Performance (ep 11)
785,195,Theme Song Performance (ED)
210,195,Theme Song Performance (ED 4)
1007,195,Theme Song Performance (DoCo)
1514,195,Theme Song Performance (ED)
34550,195,Inserted Song Performance
34432,44686,Director
35294,44686,Director
39560,44686,Director
34418,44686,Director
36117,44686,Director
36115,44686,Director
36114,44686,Director
35324,44686,Director
36116,44686,Director
92,5657,"Storyboard, Episode Director"
458,5657,Director
15197,5657,Storyboard
15199,5657,Storyboard
15201,5657,Storyboard
2484,5657,Storyboard
3099,5657,"Director, Script, Storyboard"
33,5657,Storyboard (ep 1)
2335,5657,Storyboard
3653,5657,Director
2818,5657,"Storyboard, Episode Director"
90,5657,Storyboard (ep 32-33)
5395,5657,"Storyboard, Episode Director"
19613,5657,Director
527,5657,Director
1564,5657,Director
1527,5657,"Director, Storyboard"
418,5657,Storyboard
168,5657,Storyboard
5940,5657,Director
95,5657,Storyboard
4416,5657,Storyboard
878,5657,"Storyboard (ep 5, 13)"
31933,46778,"Theme Song Performance (OP4, ED2)"
39833,49447,Director
49478,49447,Director
1735,11834,ADR Director (ep 1)
4025,34249,Executive Producer
9291,34249,Executive Producer
17953,34249,Executive Producer
22479,34249,Executive Producer
17481,34249,Executive Producer
17951,34249,Executive Producer
18033,34249,Executive Producer
18827,34249,Executive Producer
2876,34249,Executive Producer
36591,34249,Executive Producer
17489,34249,Executive Producer
22605,34249,Executive Producer
22643,34249,Executive Producer
22649,34249,Executive Producer
22613,34249,Executive Producer
9292,34249,Executive Producer
17483,34249,Executive Producer
7376,34249,Screenplay
26043,34249,Executive Producer
14253,34249,Executive Producer
9789,34249,"Original Creator, Executive Producer"
2029,34249,"Original Character Design, Planning"
3885,34249,Executive Producer
4943,34249,Original Creator
27789,5754,Theme Song Performance
30741,30545,Original Creator
35343,30545,Original Creator
17867,30545,Original Creator
34492,30545,Original Creator
10590,30545,Original Creator
37206,46780,Inserted Song Performance (eps 6 & 11)
39195,46780,Theme Song Performance (ED)
37259,46780,Theme Song Performance (OP)
35557,46780,Theme Song Performance (OP)
49385,46780,Inserted Song Performance
33489,46780,Theme Song Performance (OP)
2038,5627,Theme Song Performance
23779,2082,Original Creator
36649,2082,Original Creator
3120,2082,Character Design
21743,34915,"Script, Series Composition"
32083,34915,"Script, Original Creator, Series Composition"
27947,34915,"Script, Series Composition"
33074,34915,Script
32321,34915,"Script, Series Composition"
50094,34915,Script
34021,34915,Script
23293,34915,Script
39487,34915,Script
44275,34915,"Script, Series Composition"
9941,34915,"Script (eps 9-10, 12, 16, 20, 22)"
32084,34915,"Script, Original Creator, Series Composition"
800,48126,"Theme Song Arrangement (OP), Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP), Inserted Song Performance (Kage)"
37346,36461,Theme Song Performance (OP & ED)
48644,36461,Theme Song Performance (ED)
35252,36461,Theme Song Performance (ED)
41783,36461,"Theme Song Performance (OP, ED)"
36906,36461,Theme Song Performance (OP)
39049,36461,Inserted Song Performance
40661,36461,Theme Song Performance (ED)
33011,36461,"Theme Song Performance (OP, ED)"
32526,36461,Theme Song Performance
40708,36461,Theme Song Performance (ED)
34539,36461,"Theme Song Performance (OP, ED)"
14627,12241,Theme Song Performance
13377,12241,Theme Song Performance
1829,22335,Original Creator
38201,52462,"Theme Song Lyrics (ED), Theme Song Performance (ED)"
25839,20156,Theme Song Performance
35988,20156,Theme Song Performance (ED3)
39026,20156,Theme Song Performance (OP & ED)
36754,20156,Theme Song Performance (ED10)
36902,20156,Inserted Song Performance
31772,20156,Theme Song Performance
30851,20156,Theme Song Performance
50204,20156,Theme Song Performance (ED)
33023,20156,Theme Song Performance (ED)
36267,20156,"Theme Song Performance (OP, ED)"
13117,42583,Script
13119,42583,Script
49338,42583,Original Creator (Original Plan)
413,42583,Script
1,1445,ADR Director (Netflix dub)
14237,52437,Music
42822,52437,Music
17505,52437,Music
8250,52437,Music
19367,21287,Theme Song Performance
6336,21287,Theme Song Performance (OP4)
14283,21287,Theme Song Performance (OP)
41074,56012,"Theme Song Lyrics (ED4), Theme Song Performance (ED4)"
37958,56012,Theme Song Performance (ED)
50418,56012,Theme Song Performance (ED)
37787,56012,"Theme Song Lyrics (OP), Theme Song Performance (OP)"
9737,5423,"Script (eps 1, 6-7, 11-12), Series Composition"
33371,5423,"Script (eps 1-2, 6, 12), Series Composition"
150,5423,"Director, Script (eps 1, 7, 17, 50), Episode Director (ep 45), Series Composition"
10490,5423,"Screenplay (eps 1-12), Series Composition (Original Supervision)"
10681,5423,Screenplay
405,5423,Planning
40722,5423,"Director (Chief), Screenplay"
50495,5423,Series Composition
41381,5423,"Script, Series Composition"
5420,5423,"Script (eps 1-2, 7-8, 14-15, 18, 22-23, 30, 34, 37, 49-50), Series Composition"
467,5423,"Screenplay (eps 2, 5-7, 18, 22-23)"
2449,5423,"Script, Screenplay"
801,5423,"Screenplay (eps 4, 6-7)"
2448,5423,"Script, Screenplay"
7598,5423,Director
41265,5423,"Script, Series Composition"
10389,5423,Script (Assistance)
9693,5423,Series Composition
525,5423,"Script (3, 5, 9, 14, 19, 22)"
30386,5423,Series Composition
34852,5423,"Script, Series Composition"
40351,5423,Script
34034,5423,"Script (eps 28, 33, 39, 45, 51, 57, 64, 68, 76, 79, 82, 85)"
3363,5423,"Script (eps 1-4, 9, 14, 21-23, 25-26), Series Composition"
13251,5423,Screenplay (ep 1)
40028,5423,Planning Producer
24237,5423,"Director, Script, Series Composition"
807,5423,Screenplay
793,5423,Screenplay
40911,5423,Executive Producer
43325,5423,Executive Producer
11285,40433,Key Animation (ep 2)
37451,40433,"Animation Director (Zouragi, ep 16), 2nd Key Animation (ep 18), Key Animation (OP, ep 10)"
8915,40433,"2nd Key Animation (ep 7, 11), Key Animation (OP, ep 1-3, 6-7, 12-14)"
35849,40433,"Animation Director (ep 12), Key Animation (ep 4, 15)"
7472,40433,In-Between Animation
6574,40433,"In-Between Animation (ep 1, 3, 5, 8, 10, 12)"
17919,40433,In-Between Animation
25159,40433,"Animation Director (ep 9, 12), Key Animation (OP, ep 7-8), Assistant Animation Director (ep 7)"
34542,40433,Key Animation (OP)
18679,40433,"Chief Animation Director (Assistant ep 8-10), Animation Director (ep 21), 2nd Key Animation (ep 3, 16, 21), Key Animation (OP2, ED2, ep 1-2, 6, 15, 18, 22-24), Assistant Animation Director (ep 12, 18-19, 24)"
31798,40433,"Character Design (Collaboration ep 1-5, 10-12), Assistant Animation Director (ep 12)"
14349,40433,Key Animation
33489,40433,"Character Design, Chief Animation Director (ep 23), Animation Director (OP1-2, ep 1, 13, 25), 2nd Key Animation (ep 25), Key Animation (OP2), Assistant Animation Director (ep 11)"
19489,40433,Key Animation
7066,40433,In-Between Animation (ep 1-2)
11761,40433,"Character Design (Subcharacter ep 2, 8), 2nd Key Animation (ep 9, 11), Key Animation (ep 1, 5)"
14527,40433,Key Animation (ep 1)
28149,40433,Key Animation (ep 3)
23605,40433,Animation Director (ep 23)
30276,40433,"Character Design (Collaboration ep 10), Key Animation (OP, ep 7, 12), Assistant Animation Director (ep 10, 12)"
10739,40433,In-Between Animation (ep 1)
8795,40433,In-Between Animation
28617,40433,Key Animation (ep 1)
7724,40433,In-Between Animation (ep 5)
13125,40433,Key Animation (ep 25)
39489,40433,"Character Design, Chief Animation Director"
35847,40433,"Storyboard (ep 12), Chief Animation Director (ep 10), Animation Director (ep 5), Mechanical Design (Drone design ep 2), Key Animation (OP, ep 10)"
11757,40433,2nd Key Animation (ep 8)
22687,40433,"Animation Director (ep 5), Key Animation (ep 5)"
10278,40433,"2nd Key Animation (eps 1, 3, 5), Key Animation (eps 13, 17)"
12015,40433,Key Animation
32681,40433,"Chief Animation Director (OP, ep 8, 10), Animation Director (ep 1, 7, 12), In-Between Animation (ep 12), Key Animation (OP, ep 12-13)"
15085,12683,"Director, Storyboard (eps  	1-3, 10-12), Episode Director (ep 12)"
1224,12683,Director
285,12683,"Episode Director (eps 2, 6, 11), 2nd Key Animation (eps 2, 6)"
2023,12683,Key Animation
1576,12683,Director
1468,12683,"Key Animation, Assistant Animation Director"
1690,12683,Storyboard (ep 23)
372,12683,Key Animation
8888,12683,Key Animation
44304,12683,Director
1494,12683,Key Animation
6988,12683,Key Animation
1251,12683,"Key Animation (eps 3, 8, 12, 16, 20, 22, 30, 39)"
383,12683,Director
652,12683,Director
1169,12683,"Character Design, Chief Animation Director"
20583,12683,Storyboard (ep 10)
29755,12683,Storyboard
36548,12683,Director
97,12683,"Storyboard (eps 10, 15, 20)"
13203,12683,Storyboard (ep 10)
1280,12683,"Character Design (ep 6), Animation Director (ep 6), Key Animation (ep 6)"
1175,12683,"Character Design (Guest), Animation Director (eps 1, 6, 13)"
4087,12683,"Storyboard (eps 11, 16, 20), Episode Director (eps  	11, 16, 20), Key Animation (eps 14, 16, 20, 22, C1)"
6067,12683,Animation Director
593,12683,"Storyboard (eps 4, 11, 20), Episode Director (eps 4, 11, 20, 24)"
1168,12683,Key Animation
20507,12683,Storyboard (ep 10)
1212,12683,"Storyboard (eps 1-3, 5, 24)"
2057,12683,Key Animation
64,12683,Storyboard (ep 3)
10156,12683,Director
11635,12683,Director
1866,12683,Key Animation
1033,12683,Key Animation
1245,12683,Episode Director
3398,12683,Key Animation (ep 1)
1100,12683,"Storyboard (ep 1), Episode Director (ep 1), Key Animation (ep 3)"
1671,12683,"Storyboard (ep 1), Episode Director (ep 1), Key Animation (ep 2)"
1148,12683,"Key Animation, Assistant Animation Director"
1043,12683,Key Animation (ep 2)
6,12683,"Storyboard (ep 5), Episode Director (ep 5), Key Animation (ep 1)"
543,12683,Key Animation
544,12683,Key Animation
1958,12683,Key Animation
935,12683,"Director, Storyboard (eps 1, 24)"
14075,12683,Storyboard (ep 2)
22789,9848,Original Creator
32648,9848,Original Creator
25045,9848,Original Creator
39217,9848,Original Creator
4419,8735,Inserted Song Performance
4418,8735,Inserted Song Performance
4383,8735,Inserted Song Performance
7164,8735,Inserted Song Performance
31418,37520,Original Creator
21511,37520,Original Creator
2786,197,Theme Song Performance
14765,197,Inserted Song Performance (ep 19)
23135,197,Theme Song Performance (プリパラドリーム☆オールスターズ)
1681,3973,Original Creator
14131,7135,Original Character Design (Assistant)
18617,7135,Original Character Design
18619,7135,Original Character Design (Assistant)
28105,7135,Original Character Design
28149,46220,Theme Song Performance (ep 8)
10838,2322,Original Creator
114,2322,Original Creator
35745,30539,Original Creator
31049,30539,Original Creator
37283,30539,Original Creator
48455,30539,Original Creator
306,8947,Storyboard
1028,8947,"Director, Script"
889,8947,"Director, Script (eps 1-12), Storyboard (eps 3-5, 7, ED), Episode Director (ep 3), Series Composition"
4901,8947,"Director, Script (eps 1-5), Storyboard (eps 1, 3-5), Episode Director (ep 5), Series Composition"
1519,8947,"Director, Script (eps 1-12), Storyboard (eps 1-7, 9, 11-12, ED1, ED2), Episode Director (eps 11-12), Series Composition"
232,8947,"Storyboard (ep 3, 8, 15), Episode Director (ep 3, 8)"
951,8947,"Storyboard, Episode Director"
6149,8947,"Storyboard, Episode Director"
812,8947,Storyboard (ep 6)
59,8947,Storyboard (ep 8)
242,8947,"Storyboard (ep 7, 10, 12)"
134,8947,"Storyboard (ep 5, 6)"
17897,8947,Director
37482,8947,Director
15227,8947,"Director, Script, Theme Song Lyrics"
31252,8947,"Director, Storyboard"
872,8947,Storyboard (ep 12)
3991,8947,Script
5084,8947,"Director, Script"
3425,8947,"Director, Storyboard (eps 1-4, 7-9, 13, 21, 23-24), Episode Director (eps 1-10, 12, 25)"
1972,8947,"Script (eps 4-5, 9-10)"
19,8947,"Storyboard (ep 9, 11, 12, 20)"
530,326,Inserted Song Performance (ep. 46)
2937,326,Inserted Song Performance
223,326,Theme Song Performance
2819,326,Theme Song Performance (OP)
12929,326,Inserted Song Performance (ep. 95)
880,5234,Theme Song Performance
3090,5234,Theme Song Performance
1536,5234,Theme Song Performance (ED1)
356,5234,Theme Song Performance (Ending)
16512,21211,Original Creator
31676,21211,Original Creator (Persona 2: Another Self is a game developed by the)
14407,21211,Original Creator
21473,21211,Original Creator
24543,21211,Original Creator
31149,21211,Original Creator
10588,21211,Original Creator
13587,21211,Original Creator
14267,21211,Original Creator
24075,21211,Original Creator
36023,21211,Original Creator
3366,21211,Original Creator
4067,21211,Original Creator
4068,21211,Original Creator
1338,21211,Original Creator
35248,7194,Sound Director
9776,7194,Sound Director
11339,7194,Sound Director
11759,7194,Sound Director
1292,7194,Sound Director
101,7194,Sound Director
656,7194,Sound Director
22147,7194,Sound Director
6721,7194,Sound Director
1051,7194,Sound Director
54,7194,Sound Director
2969,7194,Sound Director
9737,7194,Sound Director
7647,7194,Sound Director
9074,7194,Sound Director
1554,7194,Sound Director
6166,7194,Sound Director
1893,7194,Sound Director
66,7194,Sound Director
659,7194,Sound Director
35965,7194,Sound Director
5081,7194,Sound Director
109,7194,Sound Director
30137,7194,Sound Director
31904,7194,Sound Director
2964,7194,Sound Director
1672,7194,Sound Director
1673,7194,Sound Director
369,7194,Sound Director
159,7194,Sound Director
1681,7194,Sound Director
6772,7194,Sound Director
8514,7194,Sound Director
9252,7194,Sound Director
