people_id,people_fullname,birthday,member_favorites,people_img_url
43050,Borowski Rasmus, 1974,9,https://cdn.myanimelist.net/images/voiceactors/1/46545.jpg
55605,Fujiwara Daichi,May  1,0,https://cdn.myanimelist.net/images/voiceactors/2/65967.jpg
43315,Francese Chiara,"Nov  29, 1981",0,https://cdn.myanimelist.net/images/voiceactors/1/47023.jpg
9152,Gacsal Ádám,"May  14, 1990",1,https://cdn.myanimelist.net/images/voiceactors/2/6784.jpg
48992,Saitou Kozue,"Sep  30, 1967",0,https://cdn.myanimelist.net/images/voiceactors/1/55432.jpg
5907,Tani Ikuko,"Apr  9, 1939",13,https://cdn.myanimelist.net/images/voiceactors/3/65332.jpg
10006,Shitanda Michael,"Nov  16, 1974",3,https://cdn.myanimelist.net/images/voiceactors/2/24889.jpg
45694,Bell Drake,"Jun  27, 1986",73,https://cdn.myanimelist.net/images/voiceactors/1/49162.jpg
5081,OLIVIA,"Dec  9, 1979",692,https://cdn.myanimelist.net/images/voiceactors/3/9788.jpg
1058,Kitahama Haruko,"Jul  1, 1938",4,https://cdn.myanimelist.net/images/voiceactors/3/66351.jpg
18565,Kurosawa Kaname,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/42898.jpg
20460,Kuhteubl Kim,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/23110.jpg
12773,Ooishi Naho,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/13191.jpg
8493,vistlip,"Jul  7, 2007",26,https://cdn.myanimelist.net/images/voiceactors/1/5769.jpg
22275,Kanemoto Ryousuke,"Sep  2, 1988",11,https://cdn.myanimelist.net/images/voiceactors/1/25661.jpg
20923,Tanaka Misato,"Feb  9, 1977",0,https://cdn.myanimelist.net/images/voiceactors/2/24899.jpg
45519,Just Marcus, 1977,1,https://cdn.myanimelist.net/images/voiceactors/3/48966.jpg
10675,Endou Daichi,Feb  3,3,https://cdn.myanimelist.net/images/voiceactors/3/54908.jpg
52296,Vidal Renan,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/60776.jpg
40052,Wilcox Steve,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/43129.jpg
48269,Miyazaki Yoshiko,"Dec  11, 1958",0,https://cdn.myanimelist.net/images/voiceactors/2/53520.jpg
33353,McClellan Kendall,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/59394.jpg
10195,Yoshino Takahiro,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/8445.jpg
45362,Mills Kayli,"Dec  10, 1994",178,https://cdn.myanimelist.net/images/voiceactors/3/48804.jpg
51330,Naoi Mai,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/59421.jpg
51076,Emoto Yuusuke,"Apr  8, 1988",0,https://cdn.myanimelist.net/images/voiceactors/2/58814.jpg
4516,Na Yeri,"Apr  14, 1969",4,https://cdn.myanimelist.net/images/voiceactors/3/3149.jpg
8868,Nakata Masayuki,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/1/6290.jpg
2756,Yamamoto Satoshi,Unknown,32,https://cdn.myanimelist.net/images/voiceactors/2/45370.jpg
39149,Tomita Miyu,"Nov  15, 1999",1421,https://cdn.myanimelist.net/images/voiceactors/2/67315.jpg
51271,Haimoto Mike,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/59266.jpg
20969,Machida Yoshito,"Sep  21, 1946",1,https://cdn.myanimelist.net/images/voiceactors/1/23763.jpg
53868,Seven Billion Dots,"Feb  24, 2018",3,https://cdn.myanimelist.net/images/voiceactors/3/62837.jpg
46075,de Oliveira Dráusio,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/62824.jpg
53153,Murakami Akane,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/61500.jpg
45018,Suda Masaki,"Feb  21, 1993",142,https://cdn.myanimelist.net/images/voiceactors/3/54359.jpg
53602,Nagata Shuu,Sep  21,0,https://cdn.myanimelist.net/images/voiceactors/3/62310.jpg
10912,Cavanagh Jessica,"Jun  3, 1975",4,https://cdn.myanimelist.net/images/voiceactors/1/40290.jpg
26399,Ono Karin,"Jul  6, 1998",1,https://cdn.myanimelist.net/images/voiceactors/1/28517.jpg
24305,Backstreet Boys,Unknown,79,https://cdn.myanimelist.net/images/voiceactors/3/27059.jpg
53539,Miyazaki Hitomi,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/1/60940.jpg
23529,CLUTCHO,"Mar  26, 2002",3,https://cdn.myanimelist.net/images/voiceactors/2/26187.jpg
2501,Kawamori Shouji,"Feb  2, 1960",474,https://cdn.myanimelist.net/images/voiceactors/1/20337.jpg
55046,Aoyagi Mayu,Unknown,16,https://cdn.myanimelist.net/images/voiceactors/1/64724.jpg
10936,Ishihama Masashi,Unknown,201,https://cdn.myanimelist.net/images/voiceactors/3/42584.jpg
31829,Merting Steven,"Nov  4, 1970",2,https://cdn.myanimelist.net/images/voiceactors/1/32909.jpg
47671,González Nycolle,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/51782.jpg
5769,Nakata Kouji,"Jan  26, 1939",1,https://cdn.myanimelist.net/images/voiceactors/1/16355.jpg
56307,Miracle Chimpanzee, 2013,2,https://cdn.myanimelist.net/images/voiceactors/1/67022.jpg
2805,Hashiguchi Takashi,"Jun  2, 1967",7,https://cdn.myanimelist.net/images/voiceactors/2/2115.jpg
8984,Ayase Haruka,"Mar  24, 1985",31,https://cdn.myanimelist.net/images/voiceactors/2/6549.jpg
40515,Oguro Yuuichirou,"May  1, 1964",0,https://cdn.myanimelist.net/images/voiceactors/3/58407.jpg
53115,Momose An,Aug  9,2,https://cdn.myanimelist.net/images/voiceactors/2/61486.jpg
15671,Handa Masakazu,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/1/17237.jpg
56569,Nozaki Yume,"Nov  15, 2007",2,https://cdn.myanimelist.net/images/voiceactors/1/67419.jpg
14775,Yang Seok jeong,"Jan  18, 1970",6,https://cdn.myanimelist.net/images/voiceactors/1/15349.jpg
40192,Sierich Bastian,"Jul  27, 1976",6,https://cdn.myanimelist.net/images/voiceactors/2/41150.jpg
39686,Koizumi Kisuke,Unknown,7,https://cdn.myanimelist.net/images/voiceactors/3/55492.jpg
14359,Mori Eto,"Apr  8, 1968",0,https://cdn.myanimelist.net/images/voiceactors/1/28853.jpg
5358,Masuda Toshio,"Oct  28, 1959",461,https://cdn.myanimelist.net/images/voiceactors/1/14721.jpg
37163,Nobusawa Nobuaki, 1989,3,https://cdn.myanimelist.net/images/voiceactors/1/43499.jpg
12016,Hara Yumi,"Jan  21, 1985",1688,https://cdn.myanimelist.net/images/voiceactors/2/59327.jpg
26521,Prado Eleonora,"Jul  29, 1969",1,https://cdn.myanimelist.net/images/voiceactors/1/28629.jpg
24323,Desplaces Catherine,Sep  23,0,https://cdn.myanimelist.net/images/voiceactors/1/67486.jpg
37548,Mai Annie,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/39881.jpg
24767,Takamura Akiko,"Nov  9, 1922",0,https://cdn.myanimelist.net/images/voiceactors/3/27389.jpg
1810,Walch Hynden,"Feb  1, 1971",46,https://cdn.myanimelist.net/images/voiceactors/1/8588.jpg
46359,Teng Xin,Jul  2,1,https://cdn.myanimelist.net/images/voiceactors/2/49914.jpg
8022,Ugaki Hidenari,"Jul  25, 1963",446,https://cdn.myanimelist.net/images/voiceactors/1/25181.jpg
36021,Asakura Rie,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/1/38021.jpg
11139,Byrnes Jim,"Aug  22, 1948",0,https://cdn.myanimelist.net/images/voiceactors/1/42911.jpg
14081,Hernández Fernando,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/49423.jpg
1788,Richter Andy,"Oct  28, 1966",1,https://cdn.myanimelist.net/images/voiceactors/1/4762.jpg
8883,Akutagawa Ryuunosuke,"Mar  1, 1892",54,https://cdn.myanimelist.net/images/voiceactors/1/31373.jpg
56325,Grünspan Erwin,"Mar  25, 1973",0,https://cdn.myanimelist.net/images/voiceactors/1/67039.jpg
35833,Dinelli Oliviero,"Mar  31, 1947",1,https://cdn.myanimelist.net/images/voiceactors/3/37697.jpg
14363,Sasaki Yuko,"Sep  21, 1976",1,https://cdn.myanimelist.net/images/voiceactors/2/14763.jpg
51398,"SOIL&""PIMP""SESSIONS", 2001,5,https://cdn.myanimelist.net/images/voiceactors/2/59566.jpg
9552,Mizushima Tsutomu,"Dec  6, 1965",314,https://cdn.myanimelist.net/images/voiceactors/1/53603.jpg
21629,Nakagawa Manabu,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/24849.jpg
55625,Gamet Elise,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/65807.jpg
43486,Draeger Kerstin,"Mar  1, 1966",0,https://cdn.myanimelist.net/images/voiceactors/1/47135.jpg
42493,Yonao Keishi,"Jul  20, 1969",3,https://cdn.myanimelist.net/images/voiceactors/2/49086.jpg
30429,Osaki Keiko,Sep  28,2,https://cdn.myanimelist.net/images/voiceactors/1/31875.jpg
1129,Suzuki Kiyonobu,"Nov  20, 1950",1,https://cdn.myanimelist.net/images/voiceactors/3/56483.jpg
40271,Doerksen Heather,"Feb  12, 1980",1,https://cdn.myanimelist.net/images/voiceactors/2/41832.jpg
50864,Hishida Minami,"Dec  26, 2006",1,https://cdn.myanimelist.net/images/voiceactors/2/58546.jpg
43600,Norihei Miki,"Apr  11, 1924",1,https://cdn.myanimelist.net/images/voiceactors/2/47259.jpg
24619,Mizushima Shinji,"Apr  10, 1939",4,https://cdn.myanimelist.net/images/voiceactors/3/67155.jpg
16737,Sakai Yu,"Sep  20, 1979",3,https://cdn.myanimelist.net/images/voiceactors/1/19369.jpg
45597,Furukawa Tomomotsu,"Aug  5, 1954",0,https://cdn.myanimelist.net/images/voiceactors/1/54788.jpg
41991,Cherry Eric,"Feb  2, 1983",0,https://cdn.myanimelist.net/images/voiceactors/2/45198.jpg
47943,globe, 1995,2,https://cdn.myanimelist.net/images/voiceactors/2/52358.jpg
196,Taniyama Kishou,"Aug  11, 1975",3234,https://cdn.myanimelist.net/images/voiceactors/3/56745.jpg
54213,Naitou Ayumi,"Aug  8, 1992",2,https://cdn.myanimelist.net/images/voiceactors/3/64330.jpg
44241,Smeaton Brad,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/3/47705.jpg
13027,Audio Highs,Unknown,35,https://cdn.myanimelist.net/images/voiceactors/3/13309.jpg
1774,Daly Timothy,"Mar  1, 1956",1,https://cdn.myanimelist.net/images/voiceactors/1/25311.jpg
51194,Mimura Atsushi,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/66447.jpg
1442,Keplermaier Tatiane,"Mar  31, 1981",89,https://cdn.myanimelist.net/images/voiceactors/1/67645.jpg
56589,Estrada Effy,Mar  29,0,https://cdn.myanimelist.net/images/voiceactors/3/65463.jpg
4587,Fujii Hideaki,Dec  12,1,https://cdn.myanimelist.net/images/voiceactors/3/60692.jpg
13233,Yurchak Michael,"Dec  20, 1971",7,https://cdn.myanimelist.net/images/voiceactors/1/13531.jpg
34789,Ando Sakura,Mar  23,4,https://cdn.myanimelist.net/images/voiceactors/1/47041.jpg
9989,Gallagher Teresa,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/44252.jpg
1167,Cummer Anna,"Jan  2, 1977",14,https://cdn.myanimelist.net/images/voiceactors/2/40291.jpg
55230,Suzuki Akinari,Oct  5,0,https://cdn.myanimelist.net/images/voiceactors/2/65030.jpg
10012,Urbschat-mingues Claudia,"May  6, 1970",3,https://cdn.myanimelist.net/images/voiceactors/3/11567.jpg
5510,pako,"Mar  14, 1983",30,https://cdn.myanimelist.net/images/voiceactors/1/44325.jpg
8632,Takahashi Ai,"Sep  14, 1986",22,https://cdn.myanimelist.net/images/voiceactors/3/7581.jpg
13679,Suzuki Keiichi,"Aug  28, 1951",8,https://cdn.myanimelist.net/images/voiceactors/2/54388.jpg
54565,Argonavis, 2019,9,https://cdn.myanimelist.net/images/voiceactors/1/64133.jpg
8793,Kawanami Yoko,"Apr  22, 1957",0,https://cdn.myanimelist.net/images/voiceactors/3/26917.jpg
43851,Parker Cindy Lou,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/47387.jpg
12623,Kobayashi Tetsuya,"Oct  1, 1982",1,https://cdn.myanimelist.net/images/voiceactors/1/12576.jpg
16235,Fujioka Takuya,"Sep  4, 1930",1,https://cdn.myanimelist.net/images/voiceactors/2/18647.jpg
9233,Alonso Naranjo Jr. Rafael,"Sep  24, 1955",0,https://cdn.myanimelist.net/images/voiceactors/2/49448.jpg
3471,Kabutomaru Chouko,Unknown,7,https://cdn.myanimelist.net/images/voiceactors/1/10554.jpg
8633,Agematsu Noriyasu,"Mar  1, 1978",24,https://cdn.myanimelist.net/images/voiceactors/1/45675.jpg
638,Mita Yuuko,"Aug  14, 1954",10,https://cdn.myanimelist.net/images/voiceactors/3/33037.jpg
11909,Reichardt Nadja,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/11148.jpg
13609,Taki Satoshi,"Mar  5, 1964",1,https://cdn.myanimelist.net/images/voiceactors/1/13785.jpg
44213,Schubach Martin,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/47672.jpg
7443,Kazuma Kowo,Feb  19,6,https://cdn.myanimelist.net/images/voiceactors/3/5977.jpg
40467,Moritaka Chisato,"Apr  11, 1969",19,https://cdn.myanimelist.net/images/voiceactors/3/43503.jpg
3725,Sakurai Yuuki,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/1/53507.jpg
42517,Carroll Patric,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/46128.jpg
40354,Anderson Benjamin,Unknown,4,https://cdn.myanimelist.net/images/voiceactors/2/43353.jpg
6312,Krohn Aaron,"Jul  5, 1968",2,https://cdn.myanimelist.net/images/voiceactors/3/49372.jpg
19809,George Cris,Unknown,11,https://cdn.myanimelist.net/images/voiceactors/3/40463.jpg
184,Nabatame Hitomi,"Aug  4, 1976",756,https://cdn.myanimelist.net/images/voiceactors/3/44250.jpg
23753,Böttcher Oliver, 1971,0,https://cdn.myanimelist.net/images/voiceactors/2/39190.jpg
1676,Scifoni Maria Letizia,"Mar  26, 1978",6,https://cdn.myanimelist.net/images/voiceactors/3/1575.jpg
12110,Alcott Louisa May,"Nov  29, 1832",6,https://cdn.myanimelist.net/images/voiceactors/1/11460.jpg
10203,Iwasaki Megumi,"Jul  17, 1987",4,https://cdn.myanimelist.net/images/voiceactors/3/12594.jpg
7028,Amano Hiroyuki,"Mar  24, 1970",1,https://cdn.myanimelist.net/images/voiceactors/1/3915.jpg
50863,Masuda Kurea,"Aug  19, 2003",1,https://cdn.myanimelist.net/images/voiceactors/2/58545.jpg
51393,Takahashi Yumiko,"Jan  7, 1974",1,https://cdn.myanimelist.net/images/voiceactors/1/59453.jpg
17735,Alpan Anat,"Sep  6, 1985",2,https://cdn.myanimelist.net/images/voiceactors/2/20103.jpg
50419,Van Sistine Natalie,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/58123.jpg
3823,Kuramochi Fusako,"May  14, 1955",3,https://cdn.myanimelist.net/images/voiceactors/3/14511.jpg
43436,Fassetta Christian,"Aug  31, 1967",0,https://cdn.myanimelist.net/images/voiceactors/2/46841.jpg
5389,Kamachi Kazuma,Unknown,1116,https://cdn.myanimelist.net/images/voiceactors/2/43164.jpg
38427,Krantz Mikaela,"May  20, 1988",78,https://cdn.myanimelist.net/images/voiceactors/1/55390.jpg
39100,Naya Takeru,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/41768.jpg
2789,Aoike Yasuko,"Jul  24, 1948",13,https://cdn.myanimelist.net/images/voiceactors/3/13525.jpg
711,Tokuyama Yasuhiko,Oct  26,8,https://cdn.myanimelist.net/images/voiceactors/3/17613.jpg
15295,Brown Emilie,"Jan  26, 1971",2,https://cdn.myanimelist.net/images/voiceactors/2/40609.jpg
33897,Takahashi Daisuke, 1986,6,https://cdn.myanimelist.net/images/voiceactors/2/34881.jpg
55538,Trabaud Pierre,"Aug  7, 1922",0,https://cdn.myanimelist.net/images/voiceactors/1/65724.jpg
25153,Sugahara Souta,"Aug  16, 1979",26,https://cdn.myanimelist.net/images/voiceactors/1/32881.jpg
11790,Sibelius Jean,"Dec  8, 1865",30,https://cdn.myanimelist.net/images/voiceactors/3/10969.jpg
1359,Saizen Tadahisa,"Sep  25, 1964",2,https://cdn.myanimelist.net/images/voiceactors/3/8217.jpg
30121,Saitou Aya,Feb  17,6,https://cdn.myanimelist.net/images/voiceactors/3/33785.jpg
18015,Hato Moa,Unknown,60,https://cdn.myanimelist.net/images/voiceactors/2/27825.jpg
9942,Fanfani Donatella,"Oct  4, 1962",0,https://cdn.myanimelist.net/images/voiceactors/1/21641.jpg
55837,Siclay Valérie,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/66198.jpg
6141,Zimmermann Katrin, 1965,2,https://cdn.myanimelist.net/images/voiceactors/1/25811.jpg
11044,Miyasato Kumi,"Oct  1, 1969",8,https://cdn.myanimelist.net/images/voiceactors/2/55384.jpg
45273,Gerlach Rainer,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/48552.jpg
2,Sugita Tomokazu,"Oct  11, 1980",43813,https://cdn.myanimelist.net/images/voiceactors/2/60638.jpg
37534,Asami Mart,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/39700.jpg
47419,Cote Greg,Unknown,13,https://cdn.myanimelist.net/images/voiceactors/1/51296.jpg
32503,Kohinata Akane,Nov  24,5,https://cdn.myanimelist.net/images/voiceactors/3/42484.jpg
10625,Kogami Hiromichi,"Jul  28, 1972",1,https://cdn.myanimelist.net/images/voiceactors/3/53890.jpg
6189,Watanabe Hiroshi,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/3/5761.jpg
31343,Braunmiller Annina,"Apr  26, 1985",0,https://cdn.myanimelist.net/images/voiceactors/2/32495.jpg
12067,Ukaji Takashi,"Aug  15, 1962",4,https://cdn.myanimelist.net/images/voiceactors/2/11412.jpg
2643,Sakai Miwa,"Feb  23, 1956",3,https://cdn.myanimelist.net/images/voiceactors/1/2102.jpg
45565,Worch Wanda,"Dec  12, 1980",0,https://cdn.myanimelist.net/images/voiceactors/1/49016.jpg
19337,Tatsuhiko,"Jun  13, 1985",1,https://cdn.myanimelist.net/images/voiceactors/1/46254.jpg
52575,Kakemaru Kakeru,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/61041.jpg
5271,Matsumoto Tamaki,"Feb  7, 1999",23,https://cdn.myanimelist.net/images/voiceactors/3/15745.jpg
10373,Kobayashi Osamu,"Nov  22, 1934",0,https://cdn.myanimelist.net/images/voiceactors/2/12706.jpg
46162,nowisee, 2015,6,https://cdn.myanimelist.net/images/voiceactors/2/48196.jpg
46621,Sandvoss Susanna, 1955,0,https://cdn.myanimelist.net/images/voiceactors/3/50365.jpg
47065,Sakamoto Miu,"May  1, 1980",0,https://cdn.myanimelist.net/images/voiceactors/2/50978.jpg
24609,Yoo Kang Jin,"Nov  24, 1941",0,https://cdn.myanimelist.net/images/voiceactors/3/27101.jpg
25869,Matsuda Ryousuke,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/3/28143.jpg
9846,Kikuchi Hajime,"Feb  24, 1979",3,https://cdn.myanimelist.net/images/voiceactors/1/7811.jpg
17583,Currygom,Unknown,48,https://cdn.myanimelist.net/images/voiceactors/1/26007.jpg
5992,Sorita Takayuki,"Aug  22, 1981",0,https://cdn.myanimelist.net/images/voiceactors/3/2604.jpg
31391,Endou Rina,"Oct  4, 2005",163,https://cdn.myanimelist.net/images/voiceactors/1/53515.jpg
8479,Kanno Yoshihiro,Unknown,9,https://cdn.myanimelist.net/images/voiceactors/1/5726.jpg
37899,Higashi Koyuki,"Feb  1, 1985",0,https://cdn.myanimelist.net/images/voiceactors/2/40081.jpg
56271,Chase Kaycie,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/66888.jpg
45734,Seki Yuu,Jul  12,0,https://cdn.myanimelist.net/images/voiceactors/1/49276.jpg
33757,Jones Michael,"Jul  24, 1987",362,https://cdn.myanimelist.net/images/voiceactors/1/41474.jpg
35143,Yokoi Nobuaki,"Feb  9, 1970",0,https://cdn.myanimelist.net/images/voiceactors/1/36543.jpg
45460,Ohm Liza,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/48863.jpg
7570,Ariga Yui,Unknown,17,https://cdn.myanimelist.net/images/voiceactors/3/4727.jpg
40379,Otake Yuki,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/1/42605.jpg
645,Maeda Aki,"Jul  11, 1985",18,https://cdn.myanimelist.net/images/voiceactors/1/6902.jpg
44071,Tedesco Paola,"Mar  28, 1952",0,https://cdn.myanimelist.net/images/voiceactors/3/47534.jpg
44126,Venturiello Clorinda,"May  20, 1977",0,https://cdn.myanimelist.net/images/voiceactors/3/47567.jpg
3173,Takahashi Yoshihiro,"Sep  18, 1953",132,https://cdn.myanimelist.net/images/voiceactors/1/1944.jpg
6907,Onmyo-za, 1999,29,https://cdn.myanimelist.net/images/voiceactors/2/10066.jpg
8100,Oonishi Shinsuke,"Feb  15, 1958",6,https://cdn.myanimelist.net/images/voiceactors/2/18043.jpg
49985,Sada Naohiro,Oct  17,12,https://cdn.myanimelist.net/images/voiceactors/3/57610.jpg
1189,Penne Dario,"Feb  17, 1938",2,https://cdn.myanimelist.net/images/voiceactors/1/1223.jpg
1531,Ishimoda Shirou,"Dec  11, 1973",2,https://cdn.myanimelist.net/images/voiceactors/1/57382.jpg
5077,Kajiura Yuki,"Aug  6, 1965",17249,https://cdn.myanimelist.net/images/voiceactors/1/53857.jpg
48163,Takuma Seiko,"Jul  5, 1975",0,https://cdn.myanimelist.net/images/voiceactors/2/53042.jpg
43655,Cavalcanti Renato,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/2/66912.jpg
10418,Kumaki Eri,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/8831.jpg
7016,Mikimoto Yuji,"Mar  15, 1948",1,https://cdn.myanimelist.net/images/voiceactors/1/54493.jpg
22901,Amerschläger Nina,Unknown,8,https://cdn.myanimelist.net/images/voiceactors/2/26283.jpg
10540,Yamamoto Junichi, 1985,12,https://cdn.myanimelist.net/images/voiceactors/1/54014.jpg
56806,Towadako,Aug  16,0,https://cdn.myanimelist.net/images/voiceactors/1/67748.jpg
10596,Kaminsky Eva,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/35657.jpg
1295,Kawamura Maria,"Nov  21, 1961",27,https://cdn.myanimelist.net/images/voiceactors/1/57958.jpg
52080,Toyoshima Masato,Dec  25,0,https://cdn.myanimelist.net/images/voiceactors/2/60651.jpg
40055,Gallant Jim,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/40528.jpg
38621,Kurata Taisei,"Mar  4, 1982",0,https://cdn.myanimelist.net/images/voiceactors/2/41205.jpg
50434,Aiya Saki,Mar  29,0,https://cdn.myanimelist.net/images/voiceactors/2/58133.jpg
45495,Kiuchi Tarou,"Feb  28, 1994",13,https://cdn.myanimelist.net/images/voiceactors/3/52108.jpg
37960,Fujimoto Kikuko,"Jan  15, 1968",0,https://cdn.myanimelist.net/images/voiceactors/3/40162.jpg
9168,RZA,"May  6, 1969",196,https://cdn.myanimelist.net/images/voiceactors/2/50950.jpg
6311,Takahashi Miki,"Sep  19, 1961",2,https://cdn.myanimelist.net/images/voiceactors/2/55256.jpg
10718,Leroux Nicole,"Mar  21, 1975",0,https://cdn.myanimelist.net/images/voiceactors/1/9291.jpg
46241,Nagano Yuusuke,May  23,2,https://cdn.myanimelist.net/images/voiceactors/2/65301.jpg
3177,Urushihara Satoshi,"Feb  9, 1966",329,https://cdn.myanimelist.net/images/voiceactors/1/39523.jpg
55832,Mesquita Tonia,"Feb  22, 1987",0,https://cdn.myanimelist.net/images/voiceactors/1/65989.jpg
9620,Rom Yahav,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/21085.jpg
28427,SHAZNA, 1993,2,https://cdn.myanimelist.net/images/voiceactors/2/30005.jpg
27241,Ookubo Hanae,Mar  7,0,https://cdn.myanimelist.net/images/voiceactors/1/29115.jpg
10865,Nishiura Tomohito,Unknown,26,https://cdn.myanimelist.net/images/voiceactors/1/9544.jpg
6780,Konjiki Runa,May  19,12,https://cdn.myanimelist.net/images/voiceactors/1/18167.jpg
50337,Brie Alison,Unknown,4,https://cdn.myanimelist.net/images/voiceactors/2/58067.jpg
55676,Arbessier Arnaud,"Jan  28, 1965",0,https://cdn.myanimelist.net/images/voiceactors/2/65820.jpg
43431,Marineo Ludovica,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/46850.jpg
22569,Komori Atsushi,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/25815.jpg
47607,Tsuri Bit,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/2/51607.jpg
12458,Nagayoshi Yuka,Mar  22,0,https://cdn.myanimelist.net/images/voiceactors/2/12183.jpg
13095,Imigi Muru,Unknown,26,https://cdn.myanimelist.net/images/voiceactors/2/54447.jpg
40624,Shibue Kana, 1991,20,https://cdn.myanimelist.net/images/voiceactors/1/43680.jpg
43569,Podio Carmen,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/3/45137.jpg
81,Mizuki Nana,"Jan  21, 1980",11529,https://cdn.myanimelist.net/images/voiceactors/1/54694.jpg
37067,Miho Jun,"Aug  4, 1960",0,https://cdn.myanimelist.net/images/voiceactors/2/39221.jpg
41488,Ueno Emiko,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/66476.jpg
51112,Howard Linda,"Aug  3, 1950",0,https://cdn.myanimelist.net/images/voiceactors/3/58958.jpg
41330,Reid Dallas,"May  4, 1993",104,https://cdn.myanimelist.net/images/voiceactors/1/44364.jpg
8393,Kováts Dániel,"Aug  30, 1987",0,https://cdn.myanimelist.net/images/voiceactors/3/23251.jpg
39757,Ippongi Ban,"Jan  4, 1965",1,https://cdn.myanimelist.net/images/voiceactors/3/42782.jpg
5140,Corsetti Sérgio,Aug  12,3,https://cdn.myanimelist.net/images/voiceactors/3/41070.jpg
10792,Freeman Scott,"Jun  20, 1979",120,https://cdn.myanimelist.net/images/voiceactors/2/12456.jpg
1602,Tatum John Michael,"May  25, 1976",6290,https://cdn.myanimelist.net/images/voiceactors/3/48126.jpg
3483,Mochizuki Jun,Dec  22,2279,https://cdn.myanimelist.net/images/voiceactors/1/42214.jpg
43966,Collins David W.,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/47472.jpg
4364,Shimazaki Tokiya,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/3820.jpg
23603,Bender Oliver,"Oct  2, 1982",0,https://cdn.myanimelist.net/images/voiceactors/1/26341.jpg
45705,Albanese Fabien,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/3/49218.jpg
48989,Mizui Kakeru, 1989,1,https://cdn.myanimelist.net/images/voiceactors/3/55427.jpg
48325,Yukimura Eri,"Dec  6, 1998",21,https://cdn.myanimelist.net/images/voiceactors/3/53600.jpg
44963,Schülert Marc, 1970,0,https://cdn.myanimelist.net/images/voiceactors/1/48295.jpg
54167,Aguirre Rosanelda,"Jun  24, 1937",0,https://cdn.myanimelist.net/images/voiceactors/1/63544.jpg
7342,Nomico,Feb  18,40,https://cdn.myanimelist.net/images/voiceactors/1/13085.jpg
5719,Mouri Jinpachi,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/1/42718.jpg
16407,Kobayashi Noriko,Unknown,31,https://cdn.myanimelist.net/images/voiceactors/3/43026.jpg
30033,Fujisaki Hijiri,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/31323.jpg
